,id,img_filename,map_filename,target
13,7,Line_7_65.png,Line_7_map_65.png,1
14,7,Line_7_70.png,Line_7_map_70.png,1
15,7,Line_7_75.png,Line_7_map_75.png,1
16,7,Line_7_80.png,Line_7_map_80.png,1
17,7,Line_7_85.png,Line_7_map_85.png,1
18,7,Line_7_90.png,Line_7_map_90.png,1
19,7,Line_7_95.png,Line_7_map_95.png,1
0,8,Line_8_0.png,Line_8_map_0.png,1
1,8,Line_8_5.png,Line_8_map_5.png,1
2,8,Line_8_10.png,Line_8_map_10.png,1
3,8,Line_8_15.png,Line_8_map_15.png,1
4,8,Line_8_20.png,Line_8_map_20.png,1
5,8,Line_8_25.png,Line_8_map_25.png,1
6,8,Line_8_30.png,Line_8_map_30.png,1
7,8,Line_8_35.png,Line_8_map_35.png,1
8,8,Line_8_40.png,Line_8_map_40.png,1
9,8,Line_8_45.png,Line_8_map_45.png,1
10,8,Line_8_50.png,Line_8_map_50.png,1
11,8,Line_8_55.png,Line_8_map_55.png,1
12,8,Line_8_60.png,Line_8_map_60.png,1
13,8,Line_8_65.png,Line_8_map_65.png,1
14,8,Line_8_70.png,Line_8_map_70.png,1
15,8,Line_8_75.png,Line_8_map_75.png,1
16,8,Line_8_80.png,Line_8_map_80.png,1
17,8,Line_8_85.png,Line_8_map_85.png,1
18,8,Line_8_90.png,Line_8_map_90.png,1
19,8,Line_8_95.png,Line_8_map_95.png,1
0,9,Line_9_0.png,Line_9_map_0.png,1
1,9,Line_9_5.png,Line_9_map_5.png,1
2,9,Line_9_10.png,Line_9_map_10.png,1
3,9,Line_9_15.png,Line_9_map_15.png,1
4,9,Line_9_20.png,Line_9_map_20.png,1
5,9,Line_9_25.png,Line_9_map_25.png,1
6,9,Line_9_30.png,Line_9_map_30.png,1
7,9,Line_9_35.png,Line_9_map_35.png,1
8,9,Line_9_40.png,Line_9_map_40.png,1
9,9,Line_9_45.png,Line_9_map_45.png,1
10,9,Line_9_50.png,Line_9_map_50.png,1
11,9,Line_9_55.png,Line_9_map_55.png,1
12,9,Line_9_60.png,Line_9_map_60.png,1
13,9,Line_9_65.png,Line_9_map_65.png,1
14,9,Line_9_70.png,Line_9_map_70.png,1
15,9,Line_9_75.png,Line_9_map_75.png,1
16,9,Line_9_80.png,Line_9_map_80.png,1
17,9,Line_9_85.png,Line_9_map_85.png,1
18,9,Line_9_90.png,Line_9_map_90.png,1
19,9,Line_9_95.png,Line_9_map_95.png,1
0,10,Bubbles_10_0.png,Bubbles_10_map_0.png,2
1,10,Bubbles_10_5.png,Bubbles_10_map_5.png,2
2,10,Bubbles_10_10.png,Bubbles_10_map_10.png,2
3,10,Bubbles_10_15.png,Bubbles_10_map_15.png,2
4,10,Bubbles_10_20.png,Bubbles_10_map_20.png,2
5,10,Bubbles_10_25.png,Bubbles_10_map_25.png,2
6,10,Bubbles_10_30.png,Bubbles_10_map_30.png,2
7,10,Bubbles_10_35.png,Bubbles_10_map_35.png,2
8,10,Bubbles_10_40.png,Bubbles_10_map_40.png,2
9,10,Bubbles_10_45.png,Bubbles_10_map_45.png,2
10,10,Bubbles_10_50.png,Bubbles_10_map_50.png,2
11,10,Bubbles_10_55.png,Bubbles_10_map_55.png,2
12,10,Bubbles_10_60.png,Bubbles_10_map_60.png,2
13,10,Bubbles_10_65.png,Bubbles_10_map_65.png,2
14,10,Bubbles_10_70.png,Bubbles_10_map_70.png,2
15,10,Bubbles_10_75.png,Bubbles_10_map_75.png,2
16,10,Bubbles_10_80.png,Bubbles_10_map_80.png,2
17,10,Bubbles_10_85.png,Bubbles_10_map_85.png,2
18,10,Bubbles_10_90.png,Bubbles_10_map_90.png,2
19,10,Bubbles_10_95.png,Bubbles_10_map_95.png,2
0,11,Bubbles_11_0.png,Bubbles_11_map_0.png,2
1,11,Bubbles_11_5.png,Bubbles_11_map_5.png,2
2,11,Bubbles_11_10.png,Bubbles_11_map_10.png,2
3,11,Bubbles_11_15.png,Bubbles_11_map_15.png,2
4,11,Bubbles_11_20.png,Bubbles_11_map_20.png,2
5,11,Bubbles_11_25.png,Bubbles_11_map_25.png,2
6,11,Bubbles_11_30.png,Bubbles_11_map_30.png,2
7,11,Bubbles_11_35.png,Bubbles_11_map_35.png,2
8,11,Bubbles_11_40.png,Bubbles_11_map_40.png,2
9,11,Bubbles_11_45.png,Bubbles_11_map_45.png,2
10,11,Bubbles_11_50.png,Bubbles_11_map_50.png,2
11,11,Bubbles_11_55.png,Bubbles_11_map_55.png,2
12,11,Bubbles_11_60.png,Bubbles_11_map_60.png,2
13,11,Bubbles_11_65.png,Bubbles_11_map_65.png,2
14,11,Bubbles_11_70.png,Bubbles_11_map_70.png,2
15,11,Bubbles_11_75.png,Bubbles_11_map_75.png,2
16,11,Bubbles_11_80.png,Bubbles_11_map_80.png,2
17,11,Bubbles_11_85.png,Bubbles_11_map_85.png,2
18,11,Bubbles_11_90.png,Bubbles_11_map_90.png,2
19,11,Bubbles_11_95.png,Bubbles_11_map_95.png,2
0,12,Bubbles_12_0.png,Bubbles_12_map_0.png,2
1,12,Bubbles_12_5.png,Bubbles_12_map_5.png,2
2,12,Bubbles_12_10.png,Bubbles_12_map_10.png,2
3,12,Bubbles_12_15.png,Bubbles_12_map_15.png,2
4,12,Bubbles_12_20.png,Bubbles_12_map_20.png,2
5,12,Bubbles_12_25.png,Bubbles_12_map_25.png,2
6,12,Bubbles_12_30.png,Bubbles_12_map_30.png,2
7,12,Bubbles_12_35.png,Bubbles_12_map_35.png,2
8,12,Bubbles_12_40.png,Bubbles_12_map_40.png,2
9,12,Bubbles_12_45.png,Bubbles_12_map_45.png,2
10,12,Bubbles_12_50.png,Bubbles_12_map_50.png,2
11,12,Bubbles_12_55.png,Bubbles_12_map_55.png,2
12,12,Bubbles_12_60.png,Bubbles_12_map_60.png,2
13,12,Bubbles_12_65.png,Bubbles_12_map_65.png,2
14,12,Bubbles_12_70.png,Bubbles_12_map_70.png,2
15,12,Bubbles_12_75.png,Bubbles_12_map_75.png,2
16,12,Bubbles_12_80.png,Bubbles_12_map_80.png,2
17,12,Bubbles_12_85.png,Bubbles_12_map_85.png,2
18,12,Bubbles_12_90.png,Bubbles_12_map_90.png,2
19,12,Bubbles_12_95.png,Bubbles_12_map_95.png,2
0,13,Bubbles_13_0.png,Bubbles_13_map_0.png,2
1,13,Bubbles_13_5.png,Bubbles_13_map_5.png,2
2,13,Bubbles_13_10.png,Bubbles_13_map_10.png,2
3,13,Bubbles_13_15.png,Bubbles_13_map_15.png,2
4,13,Bubbles_13_20.png,Bubbles_13_map_20.png,2
5,13,Bubbles_13_25.png,Bubbles_13_map_25.png,2
6,13,Bubbles_13_30.png,Bubbles_13_map_30.png,2
7,13,Bubbles_13_35.png,Bubbles_13_map_35.png,2
8,13,Bubbles_13_40.png,Bubbles_13_map_40.png,2
9,13,Bubbles_13_45.png,Bubbles_13_map_45.png,2
10,13,Bubbles_13_50.png,Bubbles_13_map_50.png,2
11,13,Bubbles_13_55.png,Bubbles_13_map_55.png,2
12,13,Bubbles_13_60.png,Bubbles_13_map_60.png,2
13,13,Bubbles_13_65.png,Bubbles_13_map_65.png,2
14,13,Bubbles_13_70.png,Bubbles_13_map_70.png,2
15,13,Bubbles_13_75.png,Bubbles_13_map_75.png,2
16,13,Bubbles_13_80.png,Bubbles_13_map_80.png,2
17,13,Bubbles_13_85.png,Bubbles_13_map_85.png,2
18,13,Bubbles_13_90.png,Bubbles_13_map_90.png,2
19,13,Bubbles_13_95.png,Bubbles_13_map_95.png,2
0,14,Bubbles_14_0.png,Bubbles_14_map_0.png,2
1,14,Bubbles_14_5.png,Bubbles_14_map_5.png,2
2,14,Bubbles_14_10.png,Bubbles_14_map_10.png,2
3,14,Bubbles_14_15.png,Bubbles_14_map_15.png,2
4,14,Bubbles_14_20.png,Bubbles_14_map_20.png,2
5,14,Bubbles_14_25.png,Bubbles_14_map_25.png,2
6,14,Bubbles_14_30.png,Bubbles_14_map_30.png,2
7,14,Bubbles_14_35.png,Bubbles_14_map_35.png,2
8,14,Bubbles_14_40.png,Bubbles_14_map_40.png,2
9,14,Bubbles_14_45.png,Bubbles_14_map_45.png,2
10,14,Bubbles_14_50.png,Bubbles_14_map_50.png,2
11,14,Bubbles_14_55.png,Bubbles_14_map_55.png,2
12,14,Bubbles_14_60.png,Bubbles_14_map_60.png,2
13,14,Bubbles_14_65.png,Bubbles_14_map_65.png,2
14,14,Bubbles_14_70.png,Bubbles_14_map_70.png,2
15,14,Bubbles_14_75.png,Bubbles_14_map_75.png,2
16,14,Bubbles_14_80.png,Bubbles_14_map_80.png,2
17,14,Bubbles_14_85.png,Bubbles_14_map_85.png,2
18,14,Bubbles_14_90.png,Bubbles_14_map_90.png,2
19,14,Bubbles_14_95.png,Bubbles_14_map_95.png,2
0,15,Bubbles_15_0.png,Bubbles_15_map_0.png,2
1,15,Bubbles_15_5.png,Bubbles_15_map_5.png,2
2,15,Bubbles_15_10.png,Bubbles_15_map_10.png,2
3,15,Bubbles_15_15.png,Bubbles_15_map_15.png,2
4,15,Bubbles_15_20.png,Bubbles_15_map_20.png,2
5,15,Bubbles_15_25.png,Bubbles_15_map_25.png,2
6,15,Bubbles_15_30.png,Bubbles_15_map_30.png,2
7,15,Bubbles_15_35.png,Bubbles_15_map_35.png,2
8,15,Bubbles_15_40.png,Bubbles_15_map_40.png,2
9,15,Bubbles_15_45.png,Bubbles_15_map_45.png,2
10,15,Bubbles_15_50.png,Bubbles_15_map_50.png,2
11,15,Bubbles_15_55.png,Bubbles_15_map_55.png,2
12,15,Bubbles_15_60.png,Bubbles_15_map_60.png,2
13,15,Bubbles_15_65.png,Bubbles_15_map_65.png,2
14,15,Bubbles_15_70.png,Bubbles_15_map_70.png,2
15,15,Bubbles_15_75.png,Bubbles_15_map_75.png,2
16,15,Bubbles_15_80.png,Bubbles_15_map_80.png,2
17,15,Bubbles_15_85.png,Bubbles_15_map_85.png,2
18,15,Bubbles_15_90.png,Bubbles_15_map_90.png,2
19,15,Bubbles_15_95.png,Bubbles_15_map_95.png,2
0,16,Bubbles_16_0.png,Bubbles_16_map_0.png,2
1,16,Bubbles_16_5.png,Bubbles_16_map_5.png,2
2,16,Bubbles_16_10.png,Bubbles_16_map_10.png,2
3,16,Bubbles_16_15.png,Bubbles_16_map_15.png,2
4,16,Bubbles_16_20.png,Bubbles_16_map_20.png,2
5,16,Bubbles_16_25.png,Bubbles_16_map_25.png,2
6,16,Bubbles_16_30.png,Bubbles_16_map_30.png,2
7,16,Bubbles_16_35.png,Bubbles_16_map_35.png,2
8,16,Bubbles_16_40.png,Bubbles_16_map_40.png,2
9,16,Bubbles_16_45.png,Bubbles_16_map_45.png,2
10,16,Bubbles_16_50.png,Bubbles_16_map_50.png,2
11,16,Bubbles_16_55.png,Bubbles_16_map_55.png,2
12,16,Bubbles_16_60.png,Bubbles_16_map_60.png,2
13,16,Bubbles_16_65.png,Bubbles_16_map_65.png,2
14,16,Bubbles_16_70.png,Bubbles_16_map_70.png,2
15,16,Bubbles_16_75.png,Bubbles_16_map_75.png,2
16,16,Bubbles_16_80.png,Bubbles_16_map_80.png,2
17,16,Bubbles_16_85.png,Bubbles_16_map_85.png,2
18,16,Bubbles_16_90.png,Bubbles_16_map_90.png,2
19,16,Bubbles_16_95.png,Bubbles_16_map_95.png,2
0,17,Bubbles_17_0.png,Bubbles_17_map_0.png,2
1,17,Bubbles_17_5.png,Bubbles_17_map_5.png,2
2,17,Bubbles_17_10.png,Bubbles_17_map_10.png,2
3,17,Bubbles_17_15.png,Bubbles_17_map_15.png,2
4,17,Bubbles_17_20.png,Bubbles_17_map_20.png,2
5,17,Bubbles_17_25.png,Bubbles_17_map_25.png,2
6,17,Bubbles_17_30.png,Bubbles_17_map_30.png,2
7,17,Bubbles_17_35.png,Bubbles_17_map_35.png,2
8,17,Bubbles_17_40.png,Bubbles_17_map_40.png,2
9,17,Bubbles_17_45.png,Bubbles_17_map_45.png,2
10,17,Bubbles_17_50.png,Bubbles_17_map_50.png,2
11,17,Bubbles_17_55.png,Bubbles_17_map_55.png,2
12,17,Bubbles_17_60.png,Bubbles_17_map_60.png,2
13,17,Bubbles_17_65.png,Bubbles_17_map_65.png,2
14,17,Bubbles_17_70.png,Bubbles_17_map_70.png,2
15,17,Bubbles_17_75.png,Bubbles_17_map_75.png,2
16,17,Bubbles_17_80.png,Bubbles_17_map_80.png,2
17,17,Bubbles_17_85.png,Bubbles_17_map_85.png,2
18,17,Bubbles_17_90.png,Bubbles_17_map_90.png,2
19,17,Bubbles_17_95.png,Bubbles_17_map_95.png,2
0,18,Bubbles_18_0.png,Bubbles_18_map_0.png,2
1,18,Bubbles_18_5.png,Bubbles_18_map_5.png,2
2,18,Bubbles_18_10.png,Bubbles_18_map_10.png,2
3,18,Bubbles_18_15.png,Bubbles_18_map_15.png,2
4,18,Bubbles_18_20.png,Bubbles_18_map_20.png,2
5,18,Bubbles_18_25.png,Bubbles_18_map_25.png,2
6,18,Bubbles_18_30.png,Bubbles_18_map_30.png,2
7,18,Bubbles_18_35.png,Bubbles_18_map_35.png,2
8,18,Bubbles_18_40.png,Bubbles_18_map_40.png,2
9,18,Bubbles_18_45.png,Bubbles_18_map_45.png,2
10,18,Bubbles_18_50.png,Bubbles_18_map_50.png,2
11,18,Bubbles_18_55.png,Bubbles_18_map_55.png,2
12,18,Bubbles_18_60.png,Bubbles_18_map_60.png,2
13,18,Bubbles_18_65.png,Bubbles_18_map_65.png,2
14,18,Bubbles_18_70.png,Bubbles_18_map_70.png,2
15,18,Bubbles_18_75.png,Bubbles_18_map_75.png,2
16,18,Bubbles_18_80.png,Bubbles_18_map_80.png,2
17,18,Bubbles_18_85.png,Bubbles_18_map_85.png,2
18,18,Bubbles_18_90.png,Bubbles_18_map_90.png,2
19,18,Bubbles_18_95.png,Bubbles_18_map_95.png,2
0,19,Bubbles_19_0.png,Bubbles_19_map_0.png,2
1,19,Bubbles_19_5.png,Bubbles_19_map_5.png,2
2,19,Bubbles_19_10.png,Bubbles_19_map_10.png,2
3,19,Bubbles_19_15.png,Bubbles_19_map_15.png,2
4,19,Bubbles_19_20.png,Bubbles_19_map_20.png,2
5,19,Bubbles_19_25.png,Bubbles_19_map_25.png,2
6,19,Bubbles_19_30.png,Bubbles_19_map_30.png,2
7,19,Bubbles_19_35.png,Bubbles_19_map_35.png,2
8,19,Bubbles_19_40.png,Bubbles_19_map_40.png,2
9,19,Bubbles_19_45.png,Bubbles_19_map_45.png,2
10,19,Bubbles_19_50.png,Bubbles_19_map_50.png,2
11,19,Bubbles_19_55.png,Bubbles_19_map_55.png,2
12,19,Bubbles_19_60.png,Bubbles_19_map_60.png,2
13,19,Bubbles_19_65.png,Bubbles_19_map_65.png,2
14,19,Bubbles_19_70.png,Bubbles_19_map_70.png,2
15,19,Bubbles_19_75.png,Bubbles_19_map_75.png,2
16,19,Bubbles_19_80.png,Bubbles_19_map_80.png,2
17,19,Bubbles_19_85.png,Bubbles_19_map_85.png,2
18,19,Bubbles_19_90.png,Bubbles_19_map_90.png,2
19,19,Bubbles_19_95.png,Bubbles_19_map_95.png,2
